#Table or View Name,Type
SPECIMEN_ORDER_VIEW,view
DYEXTN_DOUBLE_TYPE_INFO
DYEXTN_ENTITY
DYEXTN_ENTITY_GROUP
DYEXTN_ENTITY_MAP
DYEXTN_ENTITY_MAP_CONDNS
DYEXTN_ENTITY_MAP_RECORD
DYEXTN_ENTIY_COMPOSITE_KEY_REL
DYEXTN_FILE
DYEXTN_FILE_EXTENSIONS
DYEXTN_FILE_TYPE_INFO
DYEXTN_FILE_UPLOAD
DYEXTN_FLOAT_CONCEPT_VALUE
DYEXTN_FLOAT_TYPE_INFO
DYEXTN_FORM_CONTEXT
DYEXTN_FORM_CTRL_NOTES
DYEXTN_FORMULA
DYEXTN_ID_GENERATOR
DYEXTN_INTEGER_CONCEPT_VALUE
DYEXTN_INTEGER_TYPE_INFO
DYEXTN_LABEL
DYEXTN_LIST_BOX
DYEXTN_LONG_CONCEPT_VALUE
DYEXTN_LONG_TYPE_INFO
DYEXTN_MULTISELECT_CHECK_BOX
DYEXTN_NUMERIC_TYPE_INFO
DYEXTN_OBJECT_TYPE_INFO
DYEXTN_PATH
DYEXTN_PATH_ASSO_REL
DYEXTN_PERMISSIBLE_VALUE
DYEXTN_PRIMITIVE_ATTRIBUTE
DYEXTN_RADIOBUTTON
DYEXTN_ROLE
DYEXTN_RULE
DYEXTN_RULE_PARAMETER
DYEXTN_SELECT_CONTROL
DYEXTN_SEMANTIC_PROPERTY
DYEXTN_SHORT_CONCEPT_VALUE
DYEXTN_SHORT_TYPE_INFO
DYEXTN_SKIP_LOGIC_ATTRIBUTE
DYEXTN_SQL_AUDIT
DYEXTN_STRING_CONCEPT_VALUE
DYEXTN_STRING_TYPE_INFO
DYEXTN_TABLE_PROPERTIES
DYEXTN_TAGGED_VALUE
DYEXTN_TEXTAREA
DYEXTN_TEXTFIELD
DYEXTN_USERDEF_DE_VALUE_REL
DYEXTN_USERDEFINED_DE
DYEXTN_VIEW
