"1","ProjectVersion","1.1","1"
"1152","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","1086"
"1153","derived","derived","1087"
"1154","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1087"
"1155","derived","derived","1088"
"1156","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1088"
"1157","derived","derived","1089"
"1158","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1089"
"1159","derived","derived","1089"
"1160","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1089"
"1161","derived","derived","1090"
"1162","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1090"
"1163","derived","derived","1091"
"1164","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1091"
"1165","derived","derived","1092"
"1166","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1092"
"1167","derived","derived","1093"
"1168","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1093"
"1169","derived","derived","1094"
"1170","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1094"
"1171","derived","derived","1095"
"1172","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1095"
"1173","derived","derived","1096"
"1174","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1096"
"1175","derived","derived","1097"
"1176","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1097"
"1177","derived","derived","1098"
"1178","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1098"
"1179","derived","derived","1099"
"1180","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1099"
"1181","derived","derived","1100"
"1182","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1100"
"1183","derived","derived","1101"
"1184","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1101"
"1185","derived","derived","1102"
"1186","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1102"
"1187","derived","derived","1103"
"1188","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1103"
"1189","derived","derived","1104"
"1190","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1104"
"1191","derived","derived","1105"
"1192","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1105"
"1193","derived","derived","1106"
"1194","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1106"
"1195","derived","derived","1107"
"1196","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1107"
"1197","derived","derived","1108"
"1198","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1108"
"1199","derived","derived","1109"
"1200","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1109"
"1201","derived","derived","1110"
"1202","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1110"
"1203","derived","derived","1111"
"1204","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1111"
"1205","derived","derived","1112"
"1206","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","1112"
"1207","derived","derived","1113"
"1208","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1113"
"1209","derived","derived","1114"
"1210","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1114"
"1211","derived","derived","1115"
"1212","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1115"
"1213","derived","derived","1115"
"1214","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1115"
"1215","derived","derived","1116"
"1216","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1116"
"1217","derived","derived","1117"
"1218","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1117"
"1219","derived","derived","1118"
"1220","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1118"
"1221","derived","derived","1119"
"1222","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1119"
"1223","derived","derived","1120"
"1224","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1120"
"1225","derived","derived","1121"
"1226","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1121"
"1227","derived","derived","1122"
"1228","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1122"
"1229","derived","derived","1123"
"1230","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1123"
"1231","derived","derived","1124"
"1232","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1124"
"1233","derived","derived","1125"
"1234","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1125"
"1235","derived","derived","1126"
"1236","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1126"
"1237","derived","derived","1127"
"1238","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1127"
"1239","derived","derived","1128"
"1240","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1128"
"1241","derived","derived","1129"
"1242","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1129"
"1243","derived","derived","1130"
"1244","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1130"
"1245","derived","derived","1131"
"1246","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1131"
"1247","derived","derived","1132"
"1248","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1132"
"1249","derived","derived","1133"
"1250","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1133"
"1251","derived","derived","1134"
"1252","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1134"
"1253","derived","derived","1135"
"1254","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1135"
"1255","derived","derived","1136"
"1256","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1136"
"1257","derived","derived","1137"
"1258","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1137"
"1259","derived","derived","1139"
"1260","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1139"
"1261","derived","derived","1139"
"1262","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1139"
"1263","derived","derived","1140"
"1264","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1140"
"1265","derived","derived","1141"
"1266","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1141"
"1267","derived","derived","1142"
"1268","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1142"
"1269","derived","derived","1144"
"1270","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1144"
"1271","derived","derived","1145"
"1272","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1145"
"1273","derived","derived","1145"
"1274","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1145"
"1275","derived","derived","1146"
"1276","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1146"
"1277","derived","derived","1147"
"1278","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1147"
"1279","derived","derived","1148"
"1280","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1148"
"1281","derived","derived","1151"
"1282","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1151"
"1283","derived","derived","1152"
"1284","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1152"
"1285","derived","derived","1153"
"1286","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1153"
"1287","derived","derived","1154"
"1288","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1154"
"1289","derived","derived","1155"
"1290","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1155"
"1291","derived","derived","1156"
"1292","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1156"
"1293","derived","derived","1157"
"1294","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1157"
"1295","derived","derived","1158"
"1296","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1158"
"1297","derived","derived","1159"
"1298","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1159"
"1299","derived","derived","1160"
"1300","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1160"
"1301","derived","derived","1161"
"1302","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1161"
"1303","derived","derived","1162"
"1304","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1162"
"1305","derived","derived","1163"
"1306","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1163"
"1307","derived","derived","1164"
"1308","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1164"
"1309","derived","derived","1165"
"1310","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1165"
"1311","derived","derived","1166"
"1312","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1166"
"1313","derived","derived","1167"
"1314","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1167"
"1315","derived","derived","1168"
"1316","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenCollectionGroup_specimenCollectionGroup_specimenEventParametersCollection_edu.wustl.catissuecore.domain.SpecimenEventParameters","1168"
"1317","derived","derived","1169"
"1318","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_textContent_edu.wustl.catissuecore.domain.pathology.TextContent","1169"
"1319","derived","derived","1170"
"1320","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_textContent_edu.wustl.catissuecore.domain.pathology.TextContent","1170"
"1321","derived","derived","1173"
"1322","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_pathologyReportReviewParameterCollection_edu.wustl.catissuecore.domain.pathology.PathologyReportReviewParameter","1173"
"1323","derived","derived","1174"
"1324","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_pathologyReportReviewParameterCollection_edu.wustl.catissuecore.domain.pathology.PathologyReportReviewParameter","1174"
"1325","derived","derived","1183"
"1326","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1183"
"1327","derived","derived","1184"
"1328","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1184"
"1329","derived","derived","1184"
"1330","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1184"
"1331","derived","derived","1185"
"1332","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1185"
"1333","derived","derived","1186"
"1334","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1186"
"1335","derived","derived","1187"
"1336","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_specimenCollection_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","1187"
"1337","derived","derived","1189"
"1338","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1189"
"1339","derived","derived","1190"
"1340","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1190"
"1341","derived","derived","1191"
"1342","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1191"
"1343","derived","derived","1193"
"1344","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1193"
"1345","derived","derived","1194"
"1346","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1194"
"1347","derived","derived","1195"
"1348","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1195"
"1349","derived","derived","1196"
"1350","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1196"
"1351","derived","derived","1197"
"1352","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","1197"
"1353","derived","derived","1199"
"1354","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","1199"
"1355","derived","derived","1200"
"1356","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","1200"
"1357","derived","derived","1201"
"1358","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","1201"
"1359","derived","derived","1204"
"1360","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","1204"
"1361","caB2BEntityGroup","caB2BEntityGroup","1208"
"1362","derived","derived","1211"
"1363","derived","derived","1212"
"1364","derived","derived","1213"
"1365","derived","derived","1214"
"1366","derived","derived","1215"
"1367","derived","derived","1216"
"1368","derived","derived","1217"
"1369","derived","derived","1218"
"1370","PRIVILEGE_ID","1","4"
"1371","PRIVILEGE_ID","1","125"
"1372","PRIVILEGE_ID","1","128"
"1373","PRIVILEGE_ID","1","131"
"1374","PRIVILEGE_ID","1","911"
"1375","PRIVILEGE_ID","1","915"
"1376","PRIVILEGE_ID","1","921"
"1377","PRIVILEGE_ID","1","965"
"1378","PRIVILEGE_ID","1","975"
"1379","PRIVILEGE_ID","2","40"
"1380","PRIVILEGE_ID","2","53"
"1381","PRIVILEGE_ID","2","70"
"1382","PRIVILEGE_ID","2","89"
"1383","PRIVILEGE_ID","2","97"
"1384","PRIVILEGE_ID","2","116"
"1385","PRIVILEGE_ID","2","134"
"1386","PRIVILEGE_ID","2","142"
"1387","PRIVILEGE_ID","2","146"
"1388","PRIVILEGE_ID","2","157"
"1389","PRIVILEGE_ID","2","166"
"1390","PRIVILEGE_ID","2","177"
"1391","PRIVILEGE_ID","2","192"
"1392","PRIVILEGE_ID","2","224"
"1393","PRIVILEGE_ID","2","261"
"1394","PRIVILEGE_ID","2","297"
"1395","PRIVILEGE_ID","2","333"
"1396","PRIVILEGE_ID","2","373"
"1397","PRIVILEGE_ID","2","379"
"1398","PRIVILEGE_ID","2","411"
"1399","PRIVILEGE_ID","2","415"
"1400","PRIVILEGE_ID","2","425"
"1401","PRIVILEGE_ID","2","437"
"1402","PRIVILEGE_ID","2","448"
"1403","PRIVILEGE_ID","2","458"
"1404","PRIVILEGE_ID","2","470"
"1405","PRIVILEGE_ID","2","486"
"1406","PRIVILEGE_ID","2","497"
"1407","PRIVILEGE_ID","2","508"
"1408","PRIVILEGE_ID","2","518"
"1409","PRIVILEGE_ID","2","535"
"1410","PRIVILEGE_ID","2","550"
"1411","PRIVILEGE_ID","2","562"
"1412","PRIVILEGE_ID","2","573"
"1413","PRIVILEGE_ID","2","584"
"1414","PRIVILEGE_ID","2","595"
"1415","PRIVILEGE_ID","2","607"
"1416","PRIVILEGE_ID","2","618"
"1417","PRIVILEGE_ID","2","628"
"1418","PRIVILEGE_ID","2","640"
"1419","PRIVILEGE_ID","2","650"
"1420","PRIVILEGE_ID","2","653"
"1421","PRIVILEGE_ID","2","657"
"1422","PRIVILEGE_ID","2","663"
"1423","PRIVILEGE_ID","2","666"
"1424","PRIVILEGE_ID","2","671"
"1425","PRIVILEGE_ID","1","674"
"1426","PRIVILEGE_ID","2","685"
"1427","PRIVILEGE_ID","2","722"
"1428","PRIVILEGE_ID","2","844"
"1429","PRIVILEGE_ID","2","944"
"1430","PRIVILEGE_ID","2","830"
"1431","caB2BEntityGroup","caB2BEntityGroup","1226"
"1432","caB2BEntityGroup","caB2BEntityGroup","1317"
"1433","caB2BEntityGroup","caB2BEntityGroup","1436"
"1434","PackageName","clinical_annotation","1226"
"1435","PackageName","pathology_specimen","1317"
"1436","PackageName","pathology_scg","1436"
